order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_amount
OI00002946,O0001187,P0011,2,1360.30,5,2584.57
OI00002947,O0001187,P0050,1,377.06,0,377.06
OI00002948,O0001188,P0036,1,101.46,0,101.46
OI00002949,O0001189,P0046,1,1240.65,5,1178.62
OI00002950,O0001189,P0039,1,474.61,5,450.88
OI00002951,O0001190,P0012,1,148.19,15,125.96
OI00002952,O0001190,P0005,1,694.42,5,659.70
OI00002953,O0001191,P0005,1,694.42,0,694.42
OI00002954,O0001191,P0060,1,102.61,5,97.48
OI00002955,O0001191,P0004,1,606.51,0,606.51
OI00002956,O0001191,P0022,1,1282.59,0,1282.59
OI00002957,O0001192,P0018,1,839.52,0,839.52
OI00002958,O0001193,P0055,1,931.83,0,931.83
OI00002959,O0001193,P0004,1,606.51,15,515.53
OI00002960,O0001194,P0019,1,893.32,15,759.32
OI00002961,O0001195,P0035,2,1339.16,10,2410.49
OI00002962,O0001195,P0041,1,672.66,0,672.66
OI00002963,O0001196,P0021,1,1159.91,0,1159.91
OI00002964,O0001196,P0055,1,931.83,0,931.83
OI00002965,O0001196,P0010,2,1286.45,0,2572.90
OI00002966,O0001196,P0045,1,1130.26,0,1130.26
OI00002967,O0001197,P0040,1,595.34,0,595.34
OI00002968,O0001197,P0057,1,1179.24,15,1002.35
OI00002969,O0001197,P0032,1,1037.48,15,881.86
OI00002970,O0001198,P0040,1,595.34,15,506.04
OI00002971,O0001198,P0007,1,902.47,0,902.47
OI00002972,O0001199,P0046,2,1240.65,5,2357.24
OI00002973,O0001199,P0026,1,366.66,5,348.33
OI00002974,O0001200,P0025,1,266.10,15,226.19
OI00002975,O0001200,P0053,1,655.90,5,623.10
OI00002976,O0001201,P0001,1,236.92,15,201.38
OI00002977,O0001202,P0025,1,266.10,5,252.80
OI00002978,O0001203,P0008,1,1054.76,0,1054.76
OI00002979,O0001203,P0038,1,362.52,5,344.39
OI00002980,O0001204,P0048,2,99.71,0,199.42
OI00002981,O0001205,P0032,1,1037.48,0,1037.48
OI00002982,O0001205,P0049,1,231.91,15,197.12
OI00002983,O0001206,P0057,2,1179.24,0,2358.48
OI00002984,O0001206,P0047,1,1350.45,5,1282.93
OI00002985,O0001206,P0032,2,1037.48,0,2074.96
OI00002986,O0001207,P0011,1,1360.30,15,1156.25
OI00002987,O0001208,P0016,2,579.49,0,1158.98
OI00002988,O0001208,P0014,1,348.45,0,348.45
OI00002989,O0001208,P0060,1,102.61,0,102.61
OI00002990,O0001208,P0051,2,451.37,0,902.74
OI00002991,O0001209,P0053,3,655.90,10,1770.93
OI00002992,O0001209,P0024,1,133.54,5,126.86
OI00002993,O0001209,P0037,1,265.67,0,265.67
OI00002994,O0001209,P0040,1,595.34,0,595.34
OI00002995,O0001210,P0014,1,348.45,0,348.45
OI00002996,O0001211,P0060,1,102.61,0,102.61
OI00002997,O0001211,P0023,3,1336.83,10,3609.44
OI00002998,O0001212,P0018,2,839.52,0,1679.04
OI00002999,O0001212,P0002,1,313.06,0,313.06
OI00003000,O0001213,P0040,1,595.34,10,535.81
OI00003001,O0001213,P0012,1,148.19,0,148.19
OI00003002,O0001213,P0050,1,377.06,15,320.50
OI00003003,O0001213,P0004,2,606.51,5,1152.37
OI00003004,O0001214,P0052,1,604.83,5,574.59
OI00003005,O0001214,P0003,2,496.81,0,993.62
OI00003006,O0001215,P0026,2,366.66,0,733.32
OI00003007,O0001215,P0025,1,266.10,5,252.80
OI00003008,O0001215,P0057,1,1179.24,0,1179.24
OI00003009,O0001216,P0007,1,902.47,15,767.10
OI00003010,O0001217,P0042,1,785.40,0,785.40
OI00003011,O0001217,P0035,1,1339.16,5,1272.20
OI00003012,O0001217,P0025,1,266.10,15,226.19
OI00003013,O0001218,P0013,1,257.07,10,231.36
OI00003014,O0001218,P0012,1,148.19,0,148.19
OI00003015,O0001218,P0038,2,362.52,10,652.54
OI00003016,O0001218,P0058,3,1293.33,0,3879.99
OI00003017,O0001219,P0008,2,1054.76,5,2004.04
OI00003018,O0001219,P0024,1,133.54,5,126.86
OI00003019,O0001219,P0055,1,931.83,0,931.83
OI00003020,O0001219,P0051,1,451.37,0,451.37
OI00003021,O0001220,P0040,3,595.34,0,1786.02
OI00003022,O0001220,P0020,2,1044.61,0,2089.22
OI00003023,O0001220,P0027,1,488.48,15,415.21
OI00003024,O0001220,P0045,1,1130.26,10,1017.23
OI00003025,O0001221,P0051,3,451.37,0,1354.11
OI00003026,O0001221,P0002,1,313.06,15,266.10
OI00003027,O0001221,P0022,1,1282.59,10,1154.33
OI00003028,O0001222,P0049,3,231.91,0,695.73
OI00003029,O0001222,P0014,1,348.45,0,348.45
OI00003030,O0001222,P0047,1,1350.45,10,1215.40
OI00003031,O0001223,P0020,1,1044.61,5,992.38
OI00003032,O0001223,P0042,1,785.40,10,706.86
OI00003033,O0001223,P0016,1,579.49,0,579.49
OI00003034,O0001223,P0021,1,1159.91,10,1043.92
OI00003035,O0001224,P0029,1,703.99,5,668.79
OI00003036,O0001225,P0042,3,785.40,0,2356.20
OI00003037,O0001225,P0059,1,1368.20,15,1162.97
OI00003038,O0001226,P0053,1,655.90,5,623.10
OI00003039,O0001226,P0001,1,236.92,0,236.92
OI00003040,O0001227,P0031,1,874.24,10,786.82
OI00003041,O0001227,P0037,2,265.67,10,478.21
OI00003042,O0001228,P0032,2,1037.48,10,1867.46
OI00003043,O0001228,P0009,1,1133.54,0,1133.54
OI00003044,O0001229,P0024,1,133.54,10,120.19
OI00003045,O0001230,P0022,1,1282.59,0,1282.59
OI00003046,O0001230,P0030,1,794.06,5,754.36
OI00003047,O0001230,P0056,1,1060.69,15,901.59
OI00003048,O0001230,P0033,2,1167.43,0,2334.86
OI00003049,O0001231,P0001,1,236.92,0,236.92
OI00003050,O0001232,P0033,1,1167.43,0,1167.43
OI00003051,O0001232,P0038,3,362.52,5,1033.18
OI00003052,O0001232,P0048,2,99.71,0,199.42
OI00003053,O0001232,P0057,1,1179.24,0,1179.24
OI00003054,O0001233,P0008,1,1054.76,5,1002.02
OI00003055,O0001233,P0014,1,348.45,0,348.45
OI00003056,O0001233,P0007,1,902.47,0,902.47
OI00003057,O0001233,P0033,1,1167.43,10,1050.69
OI00003058,O0001234,P0011,1,1360.30,10,1224.27
OI00003059,O0001234,P0032,1,1037.48,0,1037.48
OI00003060,O0001234,P0015,1,427.79,0,427.79
OI00003061,O0001234,P0022,1,1282.59,0,1282.59
OI00003062,O0001235,P0045,1,1130.26,10,1017.23
OI00003063,O0001235,P0020,1,1044.61,10,940.15
OI00003064,O0001235,P0027,1,488.48,15,415.21
OI00003065,O0001235,P0056,1,1060.69,5,1007.66
OI00003066,O0001236,P0015,1,427.79,0,427.79
OI00003067,O0001236,P0035,1,1339.16,0,1339.16
OI00003068,O0001236,P0016,1,579.49,0,579.49
OI00003069,O0001236,P0023,1,1336.83,0,1336.83
OI00003070,O0001237,P0033,2,1167.43,15,1984.63
OI00003071,O0001237,P0011,1,1360.30,0,1360.30
OI00003072,O0001237,P0010,1,1286.45,10,1157.81
OI00003073,O0001238,P0008,3,1054.76,5,3006.07
OI00003074,O0001238,P0038,1,362.52,10,326.27
OI00003075,O0001238,P0033,1,1167.43,0,1167.43
OI00003076,O0001239,P0009,1,1133.54,10,1020.19
OI00003077,O0001239,P0032,2,1037.48,0,2074.96
OI00003078,O0001239,P0028,1,598.14,0,598.14
OI00003079,O0001240,P0021,1,1159.91,15,985.92
OI00003080,O0001240,P0020,2,1044.61,5,1984.76
OI00003081,O0001240,P0052,1,604.83,0,604.83
OI00003082,O0001241,P0058,2,1293.33,10,2327.99
OI00003083,O0001242,P0005,2,694.42,0,1388.84
OI00003084,O0001242,P0020,2,1044.61,0,2089.22
OI00003085,O0001242,P0051,1,451.37,10,406.23
OI00003086,O0001242,P0055,2,931.83,5,1770.48
OI00003087,O0001243,P0012,1,148.19,0,148.19
OI00003088,O0001243,P0003,2,496.81,15,844.58
OI00003089,O0001244,P0048,1,99.71,5,94.72
OI00003090,O0001245,P0058,1,1293.33,15,1099.33
OI00003091,O0001245,P0033,1,1167.43,0,1167.43
OI00003092,O0001245,P0008,2,1054.76,0,2109.52
OI00003093,O0001245,P0027,2,488.48,5,928.11
OI00003094,O0001246,P0032,2,1037.48,0,2074.96
OI00003095,O0001246,P0010,1,1286.45,5,1222.13
OI00003096,O0001247,P0057,1,1179.24,0,1179.24
OI00003097,O0001247,P0009,1,1133.54,0,1133.54
OI00003098,O0001247,P0019,1,893.32,0,893.32
OI00003099,O0001247,P0002,1,313.06,0,313.06
OI00003100,O0001248,P0020,1,1044.61,5,992.38
OI00003101,O0001248,P0005,2,694.42,0,1388.84
OI00003102,O0001248,P0051,2,451.37,10,812.47
OI00003103,O0001248,P0044,1,987.16,10,888.44
OI00003104,O0001249,P0012,2,148.19,15,251.92
OI00003105,O0001249,P0047,1,1350.45,5,1282.93
OI00003106,O0001250,P0016,1,579.49,5,550.52
OI00003107,O0001250,P0019,1,893.32,0,893.32
OI00003108,O0001251,P0031,1,874.24,0,874.24
OI00003109,O0001251,P0014,1,348.45,0,348.45
OI00003110,O0001251,P0040,1,595.34,15,506.04
OI00003111,O0001252,P0023,1,1336.83,0,1336.83
OI00003112,O0001252,P0025,1,266.10,10,239.49
OI00003113,O0001253,P0008,1,1054.76,0,1054.76
OI00003114,O0001253,P0051,1,451.37,0,451.37
OI00003115,O0001253,P0038,1,362.52,10,326.27
OI00003116,O0001253,P0017,2,682.56,10,1228.61
OI00003117,O0001254,P0054,1,769.72,10,692.75
OI00003118,O0001254,P0015,1,427.79,0,427.79
OI00003119,O0001254,P0036,2,101.46,15,172.48
OI00003120,O0001255,P0031,1,874.24,10,786.82
OI00003121,O0001255,P0012,3,148.19,0,444.57
OI00003122,O0001255,P0046,1,1240.65,10,1116.59
OI00003123,O0001256,P0011,1,1360.30,10,1224.27
OI00003124,O0001256,P0023,2,1336.83,0,2673.66
OI00003125,O0001256,P0009,1,1133.54,0,1133.54
OI00003126,O0001256,P0013,2,257.07,0,514.14
OI00003127,O0001257,P0013,1,257.07,0,257.07
OI00003128,O0001257,P0060,1,102.61,15,87.22
OI00003129,O0001257,P0049,1,231.91,15,197.12
OI00003130,O0001257,P0010,2,1286.45,0,2572.90
OI00003131,O0001258,P0037,1,265.67,10,239.10
OI00003132,O0001258,P0009,1,1133.54,0,1133.54
OI00003133,O0001258,P0041,1,672.66,10,605.39
OI00003134,O0001258,P0053,1,655.90,10,590.31
OI00003135,O0001259,P0049,1,231.91,15,197.12
OI00003136,O0001259,P0048,1,99.71,15,84.75
OI00003137,O0001259,P0030,2,794.06,10,1429.31
OI00003138,O0001260,P0015,2,427.79,15,727.24
OI00003139,O0001260,P0020,1,1044.61,0,1044.61
OI00003140,O0001260,P0007,1,902.47,15,767.10
OI00003141,O0001260,P0018,1,839.52,5,797.54
OI00003142,O0001261,P0054,1,769.72,15,654.26
OI00003143,O0001261,P0039,2,474.61,10,854.30
OI00003144,O0001261,P0043,3,928.06,5,2644.97
OI00003145,O0001262,P0032,2,1037.48,5,1971.21
OI00003146,O0001263,P0046,1,1240.65,0,1240.65
OI00003147,O0001264,P0050,1,377.06,15,320.50
OI00003148,O0001264,P0017,3,682.56,0,2047.68
OI00003149,O0001265,P0016,2,579.49,0,1158.98
OI00003150,O0001265,P0029,1,703.99,0,703.99
OI00003151,O0001266,P0001,1,236.92,0,236.92
OI00003152,O0001266,P0006,1,762.29,0,762.29
OI00003153,O0001267,P0021,1,1159.91,0,1159.91
OI00003154,O0001268,P0027,1,488.48,0,488.48
OI00003155,O0001268,P0058,2,1293.33,0,2586.66
OI00003156,O0001268,P0019,1,893.32,5,848.65
OI00003157,O0001269,P0014,1,348.45,0,348.45
OI00003158,O0001270,P0010,1,1286.45,0,1286.45
OI00003159,O0001271,P0033,1,1167.43,10,1050.69
OI00003160,O0001271,P0015,1,427.79,15,363.62
OI00003161,O0001271,P0008,1,1054.76,5,1002.02
OI00003162,O0001271,P0013,1,257.07,5,244.22
OI00003163,O0001272,P0022,1,1282.59,15,1090.20
OI00003164,O0001272,P0031,3,874.24,0,2622.72
OI00003165,O0001273,P0011,1,1360.30,10,1224.27
OI00003166,O0001273,P0045,1,1130.26,0,1130.26
OI00003167,O0001273,P0038,1,362.52,0,362.52
OI00003168,O0001273,P0035,1,1339.16,0,1339.16
OI00003169,O0001274,P0048,1,99.71,10,89.74
OI00003170,O0001274,P0041,1,672.66,5,639.03
OI00003171,O0001274,P0029,1,703.99,5,668.79
OI00003172,O0001274,P0022,1,1282.59,0,1282.59
OI00003173,O0001275,P0050,1,377.06,0,377.06
OI00003174,O0001275,P0002,1,313.06,0,313.06
OI00003175,O0001276,P0001,1,236.92,0,236.92
OI00003176,O0001276,P0047,2,1350.45,0,2700.90
OI00003177,O0001277,P0006,1,762.29,10,686.06
OI00003178,O0001277,P0045,1,1130.26,0,1130.26
OI00003179,O0001277,P0056,2,1060.69,0,2121.38
OI00003180,O0001277,P0017,1,682.56,0,682.56
OI00003181,O0001278,P0047,1,1350.45,15,1147.88
OI00003182,O0001279,P0009,1,1133.54,15,963.51
OI00003183,O0001279,P0023,1,1336.83,10,1203.15
OI00003184,O0001279,P0024,2,133.54,0,267.08
OI00003185,O0001279,P0050,1,377.06,0,377.06
OI00003186,O0001280,P0055,2,931.83,15,1584.11
OI00003187,O0001280,P0013,2,257.07,0,514.14
OI00003188,O0001280,P0021,1,1159.91,0,1159.91
OI00003189,O0001281,P0017,1,682.56,15,580.18
OI00003190,O0001282,P0034,1,1291.40,10,1162.26
OI00003191,O0001282,P0044,2,987.16,0,1974.32
OI00003192,O0001282,P0005,2,694.42,15,1180.51
OI00003193,O0001283,P0060,1,102.61,0,102.61
OI00003194,O0001283,P0036,1,101.46,15,86.24
OI00003195,O0001284,P0043,2,928.06,0,1856.12
OI00003196,O0001284,P0052,1,604.83,5,574.59
OI00003197,O0001284,P0036,1,101.46,10,91.31
OI00003198,O0001284,P0020,2,1044.61,15,1775.84
OI00003199,O0001285,P0028,1,598.14,0,598.14
OI00003200,O0001285,P0006,2,762.29,0,1524.58
OI00003201,O0001285,P0022,1,1282.59,10,1154.33
OI00003202,O0001285,P0015,1,427.79,5,406.40
OI00003203,O0001286,P0024,1,133.54,15,113.51
OI00003204,O0001286,P0016,1,579.49,5,550.52
OI00003205,O0001286,P0058,1,1293.33,5,1228.66
OI00003206,O0001286,P0004,1,606.51,10,545.86
OI00003207,O0001287,P0025,1,266.10,0,266.10
OI00003208,O0001287,P0052,1,604.83,15,514.11
OI00003209,O0001287,P0037,1,265.67,0,265.67
OI00003210,O0001288,P0030,1,794.06,0,794.06
OI00003211,O0001288,P0021,2,1159.91,5,2203.83
OI00003212,O0001288,P0010,2,1286.45,15,2186.97
OI00003213,O0001289,P0003,1,496.81,5,471.97
OI00003214,O0001289,P0009,1,1133.54,0,1133.54
OI00003215,O0001289,P0055,1,931.83,0,931.83
OI00003216,O0001290,P0023,1,1336.83,0,1336.83
OI00003217,O0001290,P0058,1,1293.33,0,1293.33
OI00003218,O0001290,P0028,1,598.14,0,598.14
OI00003219,O0001291,P0040,2,595.34,10,1071.61
OI00003220,O0001292,P0018,1,839.52,0,839.52
OI00003221,O0001292,P0023,1,1336.83,0,1336.83
OI00003222,O0001292,P0059,1,1368.20,0,1368.20
OI00003223,O0001292,P0047,1,1350.45,0,1350.45
OI00003224,O0001293,P0010,2,1286.45,15,2186.97
OI00003225,O0001293,P0026,1,366.66,15,311.66
OI00003226,O0001293,P0024,1,133.54,15,113.51
OI00003227,O0001293,P0057,1,1179.24,0,1179.24
OI00003228,O0001294,P0007,1,902.47,0,902.47
OI00003229,O0001294,P0008,2,1054.76,0,2109.52
OI00003230,O0001294,P0044,1,987.16,0,987.16
OI00003231,O0001294,P0027,1,488.48,0,488.48
OI00003232,O0001295,P0038,1,362.52,10,326.27
OI00003233,O0001295,P0044,1,987.16,15,839.09
OI00003234,O0001296,P0005,1,694.42,15,590.26
OI00003235,O0001296,P0009,1,1133.54,0,1133.54
OI00003236,O0001296,P0019,1,893.32,0,893.32
OI00003237,O0001297,P0022,1,1282.59,15,1090.20
OI00003238,O0001297,P0024,1,133.54,0,133.54
OI00003239,O0001297,P0060,1,102.61,15,87.22
OI00003240,O0001297,P0058,1,1293.33,0,1293.33
OI00003241,O0001298,P0023,2,1336.83,0,2673.66
OI00003242,O0001298,P0018,1,839.52,15,713.59
OI00003243,O0001298,P0014,1,348.45,15,296.18
OI00003244,O0001298,P0032,1,1037.48,10,933.73
OI00003245,O0001299,P0038,1,362.52,15,308.14
OI00003246,O0001300,P0058,1,1293.33,0,1293.33
OI00003247,O0001300,P0013,1,257.07,15,218.51
OI00003248,O0001300,P0019,1,893.32,10,803.99
OI00003249,O0001301,P0055,1,931.83,5,885.24
OI00003250,O0001301,P0023,1,1336.83,0,1336.83
OI00003251,O0001301,P0025,2,266.10,10,478.98
OI00003252,O0001302,P0057,1,1179.24,10,1061.32
OI00003253,O0001302,P0035,1,1339.16,10,1205.24
OI00003254,O0001302,P0047,1,1350.45,0,1350.45
OI00003255,O0001303,P0016,2,579.49,0,1158.98
OI00003256,O0001303,P0026,1,366.66,0,366.66
OI00003257,O0001303,P0056,1,1060.69,0,1060.69
OI00003258,O0001303,P0006,1,762.29,15,647.95
OI00003259,O0001304,P0009,1,1133.54,5,1076.86
OI00003260,O0001304,P0045,1,1130.26,5,1073.75
OI00003261,O0001304,P0018,1,839.52,0,839.52
OI00003262,O0001304,P0048,1,99.71,0,99.71
OI00003263,O0001305,P0038,2,362.52,0,725.04
OI00003264,O0001305,P0018,1,839.52,0,839.52
OI00003265,O0001305,P0057,1,1179.24,5,1120.28
OI00003266,O0001305,P0034,1,1291.40,10,1162.26
OI00003267,O0001306,P0006,1,762.29,0,762.29
OI00003268,O0001307,P0036,1,101.46,0,101.46
OI00003269,O0001308,P0046,3,1240.65,5,3535.85
OI00003270,O0001308,P0027,2,488.48,15,830.42
OI00003271,O0001308,P0040,1,595.34,5,565.57
OI00003272,O0001309,P0060,1,102.61,15,87.22
OI00003273,O0001309,P0024,1,133.54,10,120.19
OI00003274,O0001309,P0013,1,257.07,15,218.51
OI00003275,O0001310,P0005,1,694.42,0,694.42
OI00003276,O0001310,P0049,1,231.91,5,220.31
OI00003277,O0001310,P0022,1,1282.59,0,1282.59
OI00003278,O0001311,P0049,1,231.91,15,197.12
OI00003279,O0001312,P0049,2,231.91,0,463.82
OI00003280,O0001313,P0032,1,1037.48,0,1037.48
OI00003281,O0001313,P0047,3,1350.45,5,3848.78
OI00003282,O0001313,P0040,3,595.34,0,1786.02
OI00003283,O0001314,P0039,2,474.61,0,949.22
OI00003284,O0001314,P0029,1,703.99,5,668.79
OI00003285,O0001315,P0015,1,427.79,0,427.79
OI00003286,O0001315,P0048,2,99.71,5,189.45
OI00003287,O0001315,P0003,1,496.81,15,422.29
OI00003288,O0001316,P0037,1,265.67,0,265.67
OI00003289,O0001317,P0048,1,99.71,5,94.72
OI00003290,O0001318,P0012,1,148.19,15,125.96
OI00003291,O0001318,P0047,2,1350.45,0,2700.90
OI00003292,O0001318,P0015,1,427.79,0,427.79
OI00003293,O0001319,P0004,1,606.51,15,515.53
OI00003294,O0001319,P0028,1,598.14,0,598.14
OI00003295,O0001319,P0043,1,928.06,0,928.06
OI00003296,O0001319,P0020,3,1044.61,15,2663.76
OI00003297,O0001320,P0020,1,1044.61,15,887.92
OI00003298,O0001320,P0058,1,1293.33,0,1293.33
OI00003299,O0001320,P0005,1,694.42,0,694.42
OI00003300,O0001321,P0043,2,928.06,15,1577.70
OI00003301,O0001321,P0006,2,762.29,15,1295.89
OI00003302,O0001321,P0004,1,606.51,15,515.53
OI00003303,O0001322,P0024,1,133.54,5,126.86
OI00003304,O0001322,P0057,1,1179.24,5,1120.28
OI00003305,O0001323,P0036,1,101.46,5,96.39
OI00003306,O0001323,P0018,1,839.52,10,755.57
OI00003307,O0001324,P0031,1,874.24,10,786.82
OI00003308,O0001324,P0024,2,133.54,5,253.73
OI00003309,O0001324,P0028,1,598.14,10,538.33
OI00003310,O0001325,P0053,1,655.90,0,655.90
OI00003311,O0001325,P0029,2,703.99,0,1407.98
OI00003312,O0001325,P0047,2,1350.45,0,2700.90
OI00003313,O0001326,P0006,1,762.29,15,647.95
OI00003314,O0001327,P0031,1,874.24,5,830.53
OI00003315,O0001328,P0006,2,762.29,15,1295.89
OI00003316,O0001328,P0059,1,1368.20,0,1368.20
OI00003317,O0001329,P0051,1,451.37,0,451.37
OI00003318,O0001330,P0042,1,785.40,0,785.40
OI00003319,O0001330,P0023,1,1336.83,5,1269.99
OI00003320,O0001331,P0034,1,1291.40,15,1097.69
OI00003321,O0001331,P0045,3,1130.26,0,3390.78
OI00003322,O0001331,P0060,1,102.61,0,102.61
OI00003323,O0001331,P0035,2,1339.16,5,2544.40
OI00003324,O0001332,P0027,1,488.48,0,488.48
OI00003325,O0001332,P0054,1,769.72,0,769.72
OI00003326,O0001332,P0044,2,987.16,0,1974.32
OI00003327,O0001332,P0057,1,1179.24,15,1002.35
OI00003328,O0001333,P0030,1,794.06,15,674.95
OI00003329,O0001333,P0058,3,1293.33,0,3879.99
OI00003330,O0001334,P0024,1,133.54,5,126.86
OI00003331,O0001334,P0007,1,902.47,0,902.47
OI00003332,O0001334,P0012,1,148.19,15,125.96
OI00003333,O0001335,P0010,1,1286.45,15,1093.48
OI00003334,O0001335,P0012,1,148.19,0,148.19
OI00003335,O0001335,P0042,1,785.40,5,746.13
OI00003336,O0001336,P0048,1,99.71,10,89.74
OI00003337,O0001337,P0017,1,682.56,0,682.56
OI00003338,O0001337,P0035,1,1339.16,0,1339.16
OI00003339,O0001337,P0018,2,839.52,15,1427.18
OI00003340,O0001337,P0042,1,785.40,0,785.40
OI00003341,O0001338,P0011,1,1360.30,15,1156.25
OI00003342,O0001338,P0018,2,839.52,0,1679.04
OI00003343,O0001339,P0013,1,257.07,15,218.51
OI00003344,O0001339,P0039,1,474.61,0,474.61
OI00003345,O0001339,P0006,1,762.29,0,762.29
OI00003346,O0001339,P0015,1,427.79,15,363.62
OI00003347,O0001340,P0039,3,474.61,10,1281.45
OI00003348,O0001340,P0037,1,265.67,10,239.10
OI00003349,O0001340,P0008,1,1054.76,0,1054.76
OI00003350,O0001341,P0023,1,1336.83,0,1336.83
OI00003351,O0001342,P0051,1,451.37,5,428.80
OI00003352,O0001342,P0029,1,703.99,15,598.39
OI00003353,O0001343,P0036,1,101.46,0,101.46
OI00003354,O0001343,P0014,3,348.45,0,1045.35
OI00003355,O0001343,P0056,1,1060.69,15,901.59
OI00003356,O0001343,P0043,1,928.06,0,928.06
OI00003357,O0001344,P0010,1,1286.45,10,1157.81
OI00003358,O0001344,P0015,1,427.79,0,427.79
OI00003359,O0001345,P0014,1,348.45,0,348.45
OI00003360,O0001345,P0008,1,1054.76,15,896.55
OI00003361,O0001346,P0006,3,762.29,0,2286.87
OI00003362,O0001347,P0055,2,931.83,0,1863.66
OI00003363,O0001347,P0021,1,1159.91,0,1159.91
OI00003364,O0001347,P0004,1,606.51,0,606.51
OI00003365,O0001347,P0032,1,1037.48,0,1037.48
OI00003366,O0001348,P0015,1,427.79,0,427.79
OI00003367,O0001348,P0044,1,987.16,0,987.16
OI00003368,O0001348,P0029,1,703.99,0,703.99
OI00003369,O0001349,P0013,2,257.07,0,514.14
OI00003370,O0001349,P0009,1,1133.54,0,1133.54
OI00003371,O0001349,P0025,1,266.10,5,252.80
OI00003372,O0001349,P0021,1,1159.91,0,1159.91
OI00003373,O0001350,P0046,1,1240.65,15,1054.55
OI00003374,O0001350,P0016,2,579.49,0,1158.98
OI00003375,O0001350,P0004,1,606.51,0,606.51
OI00003376,O0001351,P0017,1,682.56,10,614.30
OI00003377,O0001351,P0004,1,606.51,0,606.51
OI00003378,O0001351,P0054,1,769.72,0,769.72
OI00003379,O0001351,P0039,1,474.61,0,474.61
OI00003380,O0001352,P0016,1,579.49,0,579.49
OI00003381,O0001352,P0047,1,1350.45,10,1215.40
OI00003382,O0001352,P0058,1,1293.33,5,1228.66
OI00003383,O0001352,P0022,1,1282.59,0,1282.59
OI00003384,O0001353,P0015,1,427.79,5,406.40
OI00003385,O0001354,P0025,1,266.10,0,266.10
OI00003386,O0001354,P0043,2,928.06,15,1577.70
OI00003387,O0001354,P0005,1,694.42,5,659.70
OI00003388,O0001354,P0028,1,598.14,0,598.14
OI00003389,O0001355,P0057,1,1179.24,0,1179.24
OI00003390,O0001355,P0048,1,99.71,5,94.72
OI00003391,O0001355,P0033,1,1167.43,10,1050.69
OI00003392,O0001356,P0054,1,769.72,10,692.75
OI00003393,O0001356,P0008,2,1054.76,0,2109.52
OI00003394,O0001356,P0003,1,496.81,10,447.13
OI00003395,O0001357,P0019,1,893.32,0,893.32
OI00003396,O0001358,P0015,2,427.79,0,855.58
OI00003397,O0001358,P0060,1,102.61,5,97.48
OI00003398,O0001358,P0054,1,769.72,10,692.75
OI00003399,O0001358,P0053,1,655.90,0,655.90
OI00003400,O0001359,P0004,1,606.51,0,606.51
OI00003401,O0001359,P0053,1,655.90,5,623.10
OI00003402,O0001360,P0013,1,257.07,0,257.07
OI00003403,O0001360,P0005,1,694.42,0,694.42
OI00003404,O0001360,P0052,1,604.83,0,604.83
OI00003405,O0001360,P0056,1,1060.69,15,901.59
OI00003406,O0001361,P0010,1,1286.45,0,1286.45
OI00003407,O0001362,P0007,2,902.47,0,1804.94
OI00003408,O0001363,P0050,1,377.06,15,320.50
OI00003409,O0001363,P0022,2,1282.59,0,2565.18
OI00003410,O0001363,P0014,1,348.45,0,348.45
OI00003411,O0001363,P0025,1,266.10,15,226.19
OI00003412,O0001364,P0020,1,1044.61,0,1044.61
OI00003413,O0001365,P0042,1,785.40,0,785.40
OI00003414,O0001365,P0058,1,1293.33,0,1293.33
OI00003415,O0001366,P0030,1,794.06,15,674.95
OI00003416,O0001366,P0034,3,1291.40,0,3874.20
OI00003417,O0001366,P0008,1,1054.76,0,1054.76
OI00003418,O0001366,P0014,1,348.45,10,313.61
OI00003419,O0001367,P0021,1,1159.91,0,1159.91
OI00003420,O0001368,P0053,1,655.90,0,655.90
OI00003421,O0001368,P0035,1,1339.16,0,1339.16
OI00003422,O0001368,P0050,1,377.06,0,377.06
OI00003423,O0001368,P0031,1,874.24,15,743.10
OI00003424,O0001369,P0035,1,1339.16,15,1138.29
OI00003425,O0001369,P0026,1,366.66,10,329.99
OI00003426,O0001369,P0048,1,99.71,5,94.72
OI00003427,O0001369,P0051,1,451.37,0,451.37
OI00003428,O0001370,P0027,1,488.48,0,488.48
OI00003429,O0001370,P0059,1,1368.20,15,1162.97
OI00003430,O0001371,P0042,1,785.40,10,706.86
OI00003431,O0001371,P0035,1,1339.16,10,1205.24
OI00003432,O0001371,P0056,1,1060.69,0,1060.69
OI00003433,O0001371,P0057,1,1179.24,5,1120.28
OI00003434,O0001372,P0024,1,133.54,0,133.54
OI00003435,O0001372,P0053,3,655.90,10,1770.93
OI00003436,O0001373,P0035,1,1339.16,15,1138.29
OI00003437,O0001374,P0008,1,1054.76,0,1054.76
OI00003438,O0001374,P0019,1,893.32,10,803.99
OI00003439,O0001374,P0033,1,1167.43,10,1050.69
OI00003440,O0001375,P0009,1,1133.54,10,1020.19
OI00003441,O0001375,P0045,2,1130.26,15,1921.44
OI00003442,O0001375,P0021,1,1159.91,0,1159.91
OI00003443,O0001375,P0048,2,99.71,0,199.42
OI00003444,O0001376,P0052,1,604.83,0,604.83
OI00003445,O0001376,P0002,1,313.06,0,313.06
OI00003446,O0001376,P0009,1,1133.54,5,1076.86
OI00003447,O0001377,P0003,1,496.81,0,496.81
