query_id,instance_id,observed_ts,query_fingerprint,duration_ms,rows_examined,rows_returned,query_type,wait_event
Q0000402,DB009,2026-08-03T04:15:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3069.45,13033538,34747,SELECT,None
Q0000403,DB011,2026-08-03T20:26:00,SELECT customer_profile WHERE customer_id = ?,7526.00,23395707,13182,DELETE,None
Q0000404,DB006,2026-08-02T03:00:00,DELETE session_events WHERE expires_at < ?,4540.64,9948643,32485,SELECT,CPU
Q0000405,DB004,2026-08-05T22:10:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",911.24,12060027,24052,DELETE,Lock
Q0000406,DB005,2026-08-07T08:55:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",550.11,9339838,40450,UPDATE,Lock
Q0000407,DB006,2026-08-01T11:01:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1732.57,23234773,14314,SELECT,Network
Q0000408,DB011,2026-08-07T09:54:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6030.90,2635134,34152,UPDATE,CPU
Q0000409,DB002,2026-08-05T20:11:00,SELECT customer_profile WHERE customer_id = ?,3867.01,16458842,49458,DELETE,None
Q0000410,DB010,2026-08-05T12:10:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",4363.34,997863,4508,DELETE,Network
Q0000411,DB003,2026-08-06T02:00:00,SELECT customer_profile WHERE customer_id = ?,4281.44,28622415,23408,UPDATE,None
Q0000412,DB012,2026-08-07T07:18:00,SELECT customer_profile WHERE customer_id = ?,2215.74,10482416,17166,SELECT,CPU
Q0000413,DB011,2026-08-03T14:41:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3063.73,10175273,30198,SELECT,None
Q0000414,DB008,2026-08-03T08:26:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4796.96,14144969,12634,SELECT,None
Q0000415,DB008,2026-08-06T00:30:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7225.24,14335959,19262,UPDATE,Lock
Q0000416,DB001,2026-08-02T21:55:00,DELETE session_events WHERE expires_at < ?,2081.38,24974166,49901,UPDATE,Network
Q0000417,DB001,2026-08-05T16:25:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,3653.51,29276241,17471,SELECT,Network
Q0000418,DB009,2026-08-07T16:40:00,DELETE session_events WHERE expires_at < ?,3436.28,18290871,13028,UPDATE,IO
Q0000419,DB008,2026-08-07T21:39:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,7348.09,5315933,47639,SELECT,None
Q0000420,DB001,2026-08-06T04:28:00,DELETE session_events WHERE expires_at < ?,3380.72,6175062,10673,DELETE,Network
Q0000421,DB004,2026-08-06T14:23:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2330.22,4757500,39161,SELECT,Lock
Q0000422,DB010,2026-08-05T22:18:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1917.78,1679557,19810,UPDATE,Lock
Q0000423,DB004,2026-08-02T06:33:00,SELECT customer_profile WHERE customer_id = ?,2839.82,26937501,27981,UPDATE,None
Q0000424,DB008,2026-08-07T20:59:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5101.11,27581364,26603,UPDATE,None
Q0000425,DB010,2026-08-07T03:23:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,955.32,17379306,32610,UPDATE,None
Q0000426,DB004,2026-08-07T06:34:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3444.44,18917389,27844,UPDATE,IO
Q0000427,DB005,2026-08-04T02:48:00,SELECT customer_profile WHERE customer_id = ?,2102.84,4754690,43737,UPDATE,None
Q0000428,DB007,2026-08-05T02:31:00,DELETE session_events WHERE expires_at < ?,2009.33,23470233,15198,SELECT,IO
Q0000429,DB006,2026-08-03T09:37:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3742.50,23784942,38718,DELETE,Lock
Q0000430,DB002,2026-08-06T20:06:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",7083.42,13084776,32495,DELETE,None
Q0000431,DB008,2026-08-03T13:06:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3048.12,6699469,24567,SELECT,Lock
Q0000432,DB001,2026-08-02T17:26:00,DELETE session_events WHERE expires_at < ?,6254.82,18440344,2059,SELECT,CPU
Q0000433,DB001,2026-08-06T14:58:00,DELETE session_events WHERE expires_at < ?,2356.48,15334577,36876,SELECT,Lock
Q0000434,DB002,2026-08-04T09:25:00,DELETE session_events WHERE expires_at < ?,4438.54,6556310,45012,DELETE,Network
Q0000435,DB010,2026-08-05T05:34:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,3702.73,9394158,28482,DELETE,Network
Q0000436,DB003,2026-08-02T13:42:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1435.05,26081268,48533,UPDATE,Network
Q0000437,DB007,2026-08-01T13:42:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",7021.92,26344668,21302,SELECT,IO
Q0000438,DB001,2026-08-01T20:36:00,SELECT customer_profile WHERE customer_id = ?,7760.44,9575754,14976,SELECT,CPU
Q0000439,DB004,2026-08-04T02:01:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1014.70,10275435,33630,UPDATE,IO
Q0000440,DB011,2026-08-03T18:07:00,DELETE session_events WHERE expires_at < ?,1489.36,13227577,18968,SELECT,IO
Q0000441,DB006,2026-08-06T12:21:00,SELECT customer_profile WHERE customer_id = ?,3575.59,20730415,45046,UPDATE,CPU
Q0000442,DB005,2026-08-01T07:50:00,DELETE session_events WHERE expires_at < ?,3027.23,29572247,2222,UPDATE,IO
Q0000443,DB001,2026-08-07T19:25:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",5961.45,17892360,38998,SELECT,IO
Q0000444,DB009,2026-08-04T23:18:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6115.95,24102333,31242,DELETE,Lock
Q0000445,DB009,2026-08-06T17:25:00,SELECT customer_profile WHERE customer_id = ?,699.83,23988584,38353,SELECT,IO
Q0000446,DB010,2026-08-03T11:11:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",884.59,22361969,37105,SELECT,Lock
Q0000447,DB006,2026-08-04T21:47:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,6809.58,28609776,9879,DELETE,Lock
Q0000448,DB006,2026-08-01T22:17:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,1734.55,7707334,21070,SELECT,Network
Q0000449,DB007,2026-08-04T07:48:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6870.70,792007,41316,SELECT,CPU
Q0000450,DB007,2026-08-05T22:19:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,3651.40,27065565,20315,SELECT,Network
Q0000451,DB001,2026-08-04T18:32:00,DELETE session_events WHERE expires_at < ?,4133.38,21795905,49152,DELETE,None
Q0000452,DB006,2026-08-02T10:51:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,724.37,1389578,42506,UPDATE,IO
Q0000453,DB007,2026-08-07T10:02:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",7442.76,21964053,40426,UPDATE,Network
Q0000454,DB004,2026-08-02T07:25:00,DELETE session_events WHERE expires_at < ?,7002.89,4431360,25781,SELECT,Network
Q0000455,DB003,2026-08-03T22:48:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,7771.30,4039065,882,SELECT,IO
Q0000456,DB002,2026-08-06T03:23:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",3328.82,1835076,21007,SELECT,Lock
Q0000457,DB010,2026-08-06T09:20:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1300.51,19024016,36865,DELETE,IO
Q0000458,DB003,2026-08-04T02:36:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5698.05,29536941,46281,SELECT,CPU
Q0000459,DB010,2026-08-04T14:12:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,3730.08,26345313,48061,SELECT,IO
Q0000460,DB004,2026-08-04T05:16:00,SELECT customer_profile WHERE customer_id = ?,1350.25,1304818,14575,UPDATE,Lock
Q0000461,DB005,2026-08-01T02:03:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3781.46,11997834,16020,SELECT,Network
Q0000462,DB005,2026-08-04T02:21:00,SELECT customer_profile WHERE customer_id = ?,1719.67,21504207,49300,SELECT,IO
Q0000463,DB003,2026-08-04T18:27:00,DELETE session_events WHERE expires_at < ?,6659.73,15077795,22756,DELETE,Network
Q0000464,DB005,2026-08-02T14:33:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1436.85,15669128,21046,SELECT,Network
Q0000465,DB008,2026-08-03T20:57:00,DELETE session_events WHERE expires_at < ?,2727.70,3268006,38124,SELECT,CPU
Q0000466,DB010,2026-08-03T04:24:00,DELETE session_events WHERE expires_at < ?,4352.97,22045175,18451,SELECT,Network
Q0000467,DB012,2026-08-04T22:38:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5648.88,28242867,815,SELECT,None
Q0000468,DB007,2026-08-07T11:22:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",4914.37,16231375,43433,DELETE,None
Q0000469,DB005,2026-08-07T22:52:00,DELETE session_events WHERE expires_at < ?,4765.71,2614349,14216,UPDATE,Lock
Q0000470,DB001,2026-08-04T20:38:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5584.86,5665116,8948,DELETE,CPU
Q0000471,DB003,2026-08-03T01:20:00,DELETE session_events WHERE expires_at < ?,1659.25,22620881,47692,SELECT,Network
Q0000472,DB003,2026-08-04T06:53:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,4747.12,9211741,40797,DELETE,Lock
Q0000473,DB009,2026-08-04T21:49:00,SELECT customer_profile WHERE customer_id = ?,2356.72,2048031,17551,DELETE,CPU
Q0000474,DB011,2026-08-01T11:58:00,DELETE session_events WHERE expires_at < ?,4797.66,7604511,24233,SELECT,Network
Q0000475,DB003,2026-08-03T19:29:00,SELECT customer_profile WHERE customer_id = ?,7765.58,26262661,5761,DELETE,Lock
Q0000476,DB009,2026-08-03T17:37:00,DELETE session_events WHERE expires_at < ?,5342.95,1995159,13407,UPDATE,CPU
Q0000477,DB006,2026-08-01T03:36:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,830.68,27503414,21995,SELECT,Lock
Q0000478,DB001,2026-08-04T10:21:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1498.91,25008301,5378,UPDATE,CPU
Q0000479,DB011,2026-08-01T23:01:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5644.47,27770437,18661,SELECT,IO
Q0000480,DB008,2026-08-02T16:33:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,611.15,28443510,45887,SELECT,None
Q0000481,DB010,2026-08-06T14:28:00,DELETE session_events WHERE expires_at < ?,5372.63,6240581,46858,SELECT,CPU
Q0000482,DB011,2026-08-05T13:58:00,DELETE session_events WHERE expires_at < ?,6050.32,9362200,17896,SELECT,Lock
Q0000483,DB008,2026-08-06T23:53:00,DELETE session_events WHERE expires_at < ?,2953.11,14086461,39951,SELECT,Lock
Q0000484,DB003,2026-08-05T03:08:00,DELETE session_events WHERE expires_at < ?,6905.43,20222961,6153,SELECT,CPU
Q0000485,DB005,2026-08-02T04:14:00,DELETE session_events WHERE expires_at < ?,5537.45,4467370,4356,DELETE,Network
Q0000486,DB009,2026-08-04T19:08:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5272.33,11468243,30001,SELECT,IO
Q0000487,DB001,2026-08-04T06:58:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,4258.24,9497119,46530,DELETE,Network
Q0000488,DB006,2026-08-02T15:15:00,DELETE session_events WHERE expires_at < ?,4561.25,1318332,6343,UPDATE,Network
Q0000489,DB005,2026-08-03T02:13:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6690.31,25092601,40339,SELECT,None
Q0000490,DB012,2026-08-06T23:31:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5551.33,19504921,29222,SELECT,None
Q0000491,DB009,2026-08-07T02:04:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,1852.95,4723629,37308,UPDATE,Network
Q0000492,DB003,2026-08-04T14:01:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4663.07,25020987,14089,SELECT,Lock
Q0000493,DB011,2026-08-05T15:45:00,SELECT customer_profile WHERE customer_id = ?,4601.70,715536,43002,SELECT,Lock
Q0000494,DB008,2026-08-01T22:13:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1888.90,1786401,36217,SELECT,IO
Q0000495,DB002,2026-08-01T07:46:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,5783.05,5502372,32794,SELECT,None
Q0000496,DB012,2026-08-07T00:05:00,SELECT customer_profile WHERE customer_id = ?,5592.45,8229496,28165,SELECT,IO
Q0000497,DB011,2026-08-06T00:42:00,SELECT customer_profile WHERE customer_id = ?,1292.88,175592,45505,SELECT,Lock
Q0000498,DB008,2026-08-01T11:15:00,SELECT customer_profile WHERE customer_id = ?,2036.04,19592024,37153,DELETE,Lock
Q0000499,DB008,2026-08-07T12:00:00,SELECT customer_profile WHERE customer_id = ?,7695.31,11350518,46983,SELECT,Lock
Q0000500,DB008,2026-08-07T07:39:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,798.84,18437049,21199,SELECT,Lock
Q0000501,DB010,2026-08-06T20:32:00,DELETE session_events WHERE expires_at < ?,3425.47,16858610,17243,SELECT,IO
Q0000502,DB004,2026-08-02T08:26:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,987.12,4273428,19070,SELECT,None
Q0000503,DB011,2026-08-02T01:55:00,DELETE session_events WHERE expires_at < ?,3349.74,22567880,24485,SELECT,IO
Q0000504,DB008,2026-08-05T16:34:00,DELETE session_events WHERE expires_at < ?,6944.22,13405267,4430,DELETE,CPU
Q0000505,DB011,2026-08-05T07:08:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",926.03,16501531,13086,SELECT,CPU
Q0000506,DB001,2026-08-02T11:31:00,DELETE session_events WHERE expires_at < ?,6328.31,558661,34131,SELECT,Network
Q0000507,DB002,2026-08-02T00:12:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6662.05,4754145,6264,SELECT,CPU
Q0000508,DB008,2026-08-02T20:15:00,SELECT customer_profile WHERE customer_id = ?,1762.01,8740412,24291,SELECT,None
Q0000509,DB007,2026-08-04T09:07:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2356.76,28296420,10518,UPDATE,Network
Q0000510,DB007,2026-08-06T23:49:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1200.81,16615110,12353,DELETE,IO
Q0000511,DB005,2026-08-03T16:06:00,DELETE session_events WHERE expires_at < ?,6934.07,26570408,36267,UPDATE,Network
Q0000512,DB009,2026-08-05T17:22:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",7247.63,10702089,29233,UPDATE,None
Q0000513,DB002,2026-08-06T05:21:00,SELECT customer_profile WHERE customer_id = ?,7754.43,1077443,12664,UPDATE,None
Q0000514,DB004,2026-08-05T12:32:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3367.15,29154323,4818,SELECT,Lock
Q0000515,DB012,2026-08-03T22:42:00,SELECT customer_profile WHERE customer_id = ?,3686.64,17266755,42389,UPDATE,IO
Q0000516,DB003,2026-08-03T21:56:00,DELETE session_events WHERE expires_at < ?,912.04,26537937,40809,DELETE,None
Q0000517,DB007,2026-08-07T22:39:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1445.60,3525964,8661,SELECT,Lock
Q0000518,DB002,2026-08-07T12:07:00,DELETE session_events WHERE expires_at < ?,5248.55,1992451,18577,DELETE,Lock
Q0000519,DB010,2026-08-03T15:16:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,572.67,8759161,49268,SELECT,IO
Q0000520,DB012,2026-08-03T13:06:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,6421.51,18242641,47122,SELECT,Network
Q0000521,DB002,2026-08-04T19:55:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,1867.19,29990521,18795,SELECT,Network
Q0000522,DB010,2026-08-07T21:58:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2628.73,23652114,5882,DELETE,Network
Q0000523,DB005,2026-08-02T06:35:00,DELETE session_events WHERE expires_at < ?,7288.00,21033879,7653,UPDATE,None
Q0000524,DB008,2026-08-02T05:17:00,DELETE session_events WHERE expires_at < ?,2934.84,2872162,47444,SELECT,IO
Q0000525,DB006,2026-08-07T06:45:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4649.24,21509671,29729,SELECT,Lock
Q0000526,DB006,2026-08-06T08:31:00,DELETE session_events WHERE expires_at < ?,7103.35,7776849,6894,DELETE,CPU
Q0000527,DB010,2026-08-04T01:15:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,5129.89,25857427,31775,UPDATE,CPU
Q0000528,DB010,2026-08-01T21:04:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7072.28,21916557,30599,SELECT,Network
Q0000529,DB011,2026-08-05T13:51:00,DELETE session_events WHERE expires_at < ?,6972.49,9088133,40417,SELECT,Lock
Q0000530,DB010,2026-08-07T09:17:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6206.08,12911027,28657,SELECT,CPU
Q0000531,DB005,2026-08-01T01:05:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,919.60,11733189,33198,SELECT,IO
Q0000532,DB004,2026-08-06T01:39:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,1420.07,19439628,24701,SELECT,Network
Q0000533,DB012,2026-08-06T17:11:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,2542.38,5845511,7843,SELECT,Network
Q0000534,DB012,2026-08-02T19:35:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6428.62,19097461,46232,SELECT,None
Q0000535,DB012,2026-08-05T06:24:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,3631.70,11249851,47344,SELECT,None
Q0000536,DB008,2026-08-04T15:07:00,SELECT customer_profile WHERE customer_id = ?,7297.87,8366775,23917,UPDATE,Lock
Q0000537,DB002,2026-08-03T23:49:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",1591.99,10109713,36623,SELECT,Lock
Q0000538,DB003,2026-08-07T11:11:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,2512.82,21982261,1209,DELETE,IO
Q0000539,DB006,2026-08-06T05:26:00,DELETE session_events WHERE expires_at < ?,3921.94,1229048,30731,UPDATE,IO
Q0000540,DB008,2026-08-01T08:31:00,SELECT customer_profile WHERE customer_id = ?,1645.03,24734536,25465,SELECT,IO
Q0000541,DB001,2026-08-07T00:02:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,2524.68,3617250,48839,DELETE,IO
Q0000542,DB007,2026-08-06T17:40:00,SELECT orders JOIN order_items WHERE created_at BETWEEN ? AND ?,7555.28,5295938,30383,SELECT,IO
Q0000543,DB012,2026-08-02T10:33:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,4423.30,1853057,28651,UPDATE,None
Q0000544,DB009,2026-08-06T02:40:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",18515.62,28226942,27865,SELECT,CPU
Q0000545,DB011,2026-08-03T14:47:00,DELETE session_events WHERE expires_at < ?,4755.62,13912807,32059,UPDATE,Lock
Q0000546,DB006,2026-08-05T15:23:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",2735.06,11663546,44865,SELECT,None
Q0000547,DB011,2026-08-03T11:50:00,UPDATE inventory SET reserved = reserved + ? WHERE sku = ?,2450.00,9297131,41165,DELETE,IO
Q0000548,DB012,2026-08-02T03:50:00,"SELECT metrics GROUP BY instance_id, time_bucket(?)",6399.37,13305459,34054,UPDATE,Lock
Q0000549,DB011,2026-08-05T01:34:00,DELETE session_events WHERE expires_at < ?,5741.25,28099221,40673,SELECT,CPU
Q0000550,DB008,2026-08-06T20:40:00,DELETE session_events WHERE expires_at < ?,5459.76,17671959,45204,DELETE,CPU
